cuein;cueout;resource;visitor;note
07-04-20 11:30;07-04-20 12:15;DANA;13458;
07-04-20 11:45;07-04-20 12:00;COL;12135;
07-04-20 13:30;07-04-20 14:00;DANA;13231;
07-04-20 14:00;07-04-20 14:30;DANA;15905;
07-04-20 14:30;07-04-20 15:00;DANA;14026;
07-04-20 15:00;07-04-20 15:30;DANA;14750;
07-04-20 15:30;07-04-20 16:15;DANA;11260;
07-04-20 16:45;07-04-20 17:15;DANA;8606;
07-04-20 16:45;07-04-20 17:30;COL;12276;
07-04-20 17:15;07-04-20 18:00;DANA;877;
08-04-20 09:00;08-04-20 17:30;PAA;10339;
09-04-20 08:45;09-04-20 09:30;DJP;739;
09-04-20 10:00;09-04-20 10:30;LEVP;2359;
09-04-20 14:00;09-04-20 14:30;DJP;9561;
09-04-20 14:30;09-04-20 14:45;DJP;11930;
09-04-20 14:45;09-04-20 15:00;DJP;11931;
09-04-20 16:45;09-04-20 17:30;LEVP;5107;
10-04-20 08:45;10-04-20 09:30;DJP;0;ABSCENCE
10-04-20 09:15;10-04-20 10:00;COL;14007;
10-04-20 09:30;10-04-20 10:45;DANA;2183;
10-04-20 10:45;10-04-20 11:15;DANA;9361;
10-04-20 11:15;10-04-20 11:30;DANA;6829;
10-04-20 11:30;10-04-20 12:30;DANA;4584;
10-04-20 13:30;10-04-20 14:00;DANA;10235;
10-04-20 13:45;10-04-20 14:15;COL;15538;
10-04-20 14:00;10-04-20 14:30;DANA;11702;
10-04-20 14:30;10-04-20 15:00;DANA;13370;
10-04-20 15:00;10-04-20 15:30;DANA;12894;
10-04-20 16:45;10-04-20 17:30;DANA;11033;
10-04-20 17:00;10-04-20 17:30;COL;15559;
13-04-20 08:00;13-04-20 17:30;COL;0;ABSCENCE
13-04-20 08:00;13-04-20 18:30;DJP;0;ABSCENCE
13-04-20 08:15;13-04-20 08:45;LEVP;0;ABSCENCE
13-04-20 09:00;13-04-20 17:00;LEVP;0;ABSCENCE
13-04-20 09:00;13-04-20 16:30;LEVP;0;ABSCENCE
14-04-20 07:00;14-04-20 23:45;COL;0;ABSCENCE
14-04-20 08:00;14-04-20 08:15;DANA;0;ABSCENCE
14-04-20 09:00;14-04-20 19:00;PAA;10339;
14-04-20 09:15;14-04-20 09:45;COL;13168;
14-04-20 09:45;14-04-20 10:15;COL;8179;
14-04-20 11:00;14-04-20 11:45;DANA;11260;
14-04-20 13:30;14-04-20 14:15;DANA;13009;
14-04-20 14:15;14-04-20 15:00;DANA;8034;
14-04-20 14:30;14-04-20 15:00;COL;14620;
14-04-20 15:30;14-04-20 16:00;DANA;14643;
14-04-20 16:00;14-04-20 18:00;DANA;4917;
15-04-20 09:00;15-04-20 17:30;PAA;10339;
15-04-20 09:00;15-04-20 09:15;LEVP;15425;
15-04-20 10:00;15-04-20 10:30;PAA;14080;
15-04-20 11:30;15-04-20 12:00;PAA;13792;
15-04-20 13:00;15-04-20 13:15;LEVP;13613;
15-04-20 13:15;15-04-20 13:30;LEVP;13545;
15-04-20 13:30;15-04-20 14:00;PAA;12052;
15-04-20 13:30;15-04-20 13:45;LEVP;10051;
15-04-20 13:45;15-04-20 14:00;LEVP;13115;
15-04-20 14:00;15-04-20 14:15;LEVP;13656;
15-04-20 14:15;15-04-20 14:22;LEVP;16318;
15-04-20 16:00;15-04-20 16:30;PAA;13841;
15-04-20 16:30;15-04-20 17:00;PAA;11110;
15-04-20 17:00;15-04-20 17:30;PAA;11021;
17-04-20 07:00;17-04-20 23:45;COL;0;Congés annuels
17-04-20 09:30;17-04-20 10:15;DANA;4654;
17-04-20 14:00;17-04-20 14:45;DANA;6029;
20-04-20 10:00;20-04-20 10:30;COL;14869;
20-04-20 14:00;20-04-20 14:30;DJP;4113;
20-04-20 14:30;20-04-20 15:00;LEVP;5126;
20-04-20 14:30;20-04-20 15:00;DJP;3876;
20-04-20 15:00;20-04-20 15:30;DJP;8292;
20-04-20 15:30;20-04-20 16:00;DJP;16129;
20-04-20 16:00;20-04-20 16:30;DJP;14006;
20-04-20 17:30;20-04-20 17:45;LEVP;10533;
20-04-20 17:45;20-04-20 18:00;LEVP;0;ABSCENCE
21-04-20 08:30;21-04-20 09:15;DANA;13714;
21-04-20 09:15;21-04-20 10:00;DANA;13358;
21-04-20 10:00;21-04-20 10:30;COL;9340;
21-04-20 10:00;21-04-20 10:45;DANA;16101;
21-04-20 10:30;21-04-20 11:00;COL;13007;
21-04-20 10:45;21-04-20 11:15;DANA;14409;
21-04-20 11:00;21-04-20 13:00;COL;8329;
21-04-20 11:00;21-04-20 12:00;PAA;16047;
21-04-20 13:30;21-04-20 14:15;DANA;15494;
21-04-20 14:15;21-04-20 15:00;DANA;7095;
21-04-20 15:00;21-04-20 15:30;DANA;13149;
21-04-20 16:00;21-04-20 16:30;DANA;13320;
21-04-20 16:30;21-04-20 16:45;COL;15331;
21-04-20 16:30;21-04-20 17:00;DANA;13204;
21-04-20 16:45;21-04-20 17:00;COL;12862;
21-04-20 17:00;21-04-20 17:30;DANA;13145;
21-04-20 17:00;21-04-20 17:15;COL;12863;
21-04-20 17:15;21-04-20 17:30;COL;14192;
22-04-20 11:00;22-04-20 11:30;LEVP;9453;
22-04-20 11:30;22-04-20 12:30;PAA;14439;
22-04-20 13:30;22-04-20 14:00;PAA;16083;
22-04-20 14:00;22-04-20 14:30;PAA;16084;
23-04-20 08:30;23-04-20 09:00;LEVP;0;ABSCENCE
23-04-20 10:00;23-04-20 10:30;DJP;14700;
23-04-20 14:00;23-04-20 14:37;DJP;16129;
23-04-20 14:00;23-04-20 17:00;LEVP;0;ABSCENCE
24-04-20 08:45;24-04-20 09:30;DJP;0;ABSCENCE
24-04-20 09:00;24-04-20 12:30;DANA;0;ABSCENCE
24-04-20 09:15;24-04-20 10:00;COL;14007;
24-04-20 09:30;24-04-20 10:00;DJP;15955;
24-04-20 10:00;24-04-20 10:30;DANA;14951;
24-04-20 12:45;24-04-20 17:45;LEVP;0;ABSCENCE
24-04-20 13:30;24-04-20 14:15;DANA;9696;
24-04-20 13:45;24-04-20 14:15;COL;13684;
24-04-20 16:00;24-04-20 16:30;COL;13361;
24-04-20 16:00;24-04-20 17:00;DANA;8853;
24-04-20 16:30;24-04-20 17:00;COL;13003;
24-04-20 16:45;24-04-20 17:30;DANA;13114;
24-04-20 17:00;24-04-20 17:30;COL;12969;
27-04-20 09:00;27-04-20 16:45;LEVP;0;ABSCENCE
27-04-20 15:00;27-04-20 15:30;DJP;8292;
28-04-20 09:00;28-04-20 09:30;DANA;15628;
28-04-20 11:00;28-04-20 11:30;COL;12892;
28-04-20 11:30;28-04-20 11:45;COL;11055;
28-04-20 11:45;28-04-20 12:45;COL;8329;
28-04-20 14:00;28-04-20 14:30;COL;11732;
28-04-20 15:30;28-04-20 16:15;DANA;6624;
28-04-20 15:30;28-04-20 16:00;COL;16310;
28-04-20 16:00;28-04-20 16:30;COL;12111;
28-04-20 16:15;28-04-20 16:45;DANA;16314;
28-04-20 16:30;28-04-20 17:00;COL;13744;
28-04-20 16:45;28-04-20 17:15;DANA;13536;
28-04-20 17:00;28-04-20 17:30;COL;12750;
29-04-20 09:00;29-04-20 17:00;LEVP;0;ABSCENCE
29-04-20 12:15;29-04-20 12:30;PAA;14315;
30-04-20 09:00;30-04-20 17:00;LEVP;0;ABSCENCE
30-04-20 14:00;30-04-20 14:45;DJP;16129;
01-05-20 07:00;01-05-20 17:00;LEVP;0;ABSCENCE
01-05-20 07:00;01-05-20 23:45;COL;0;ABSCENCE
01-05-20 08:45;01-05-20 18:45;DJP;0;ABSCENCE
01-05-20 09:00;01-05-20 18:15;DANA;0;ABSCENCE
04-05-20 09:00;04-05-20 12:00;LEVP;0;ABSCENCE
04-05-20 12:00;04-05-20 12:30;LEVP;5173;
04-05-20 15:00;04-05-20 15:30;DJP;8292;
04-05-20 16:00;04-05-20 16:15;LEVP;10323;
04-05-20 16:15;04-05-20 16:30;LEVP;16025;
04-05-20 17:15;04-05-20 17:45;LEVP;14376;
04-05-20 17:45;04-05-20 18:00;LEVP;0;ABSCENCE
05-05-20 08:30;05-05-20 09:15;DANA;7303;
05-05-20 10:00;05-05-20 10:30;DANA;2522;
05-05-20 11:00;05-05-20 11:30;COL;8329;
05-05-20 11:30;05-05-20 12:00;DANA;9611;
05-05-20 12:30;05-05-20 12:45;PAA;14508;
05-05-20 12:45;05-05-20 13:00;PAA;14508;
05-05-20 13:30;05-05-20 14:00;DANA;7954;
05-05-20 14:00;05-05-20 14:45;DANA;13279;
05-05-20 16:00;05-05-20 16:30;DANA;15658;
05-05-20 16:30;05-05-20 17:15;DANA;13201;
05-05-20 17:00;05-05-20 17:30;COL;11581;
05-05-20 17:15;05-05-20 18:00;DANA;13961;
06-05-20 09:00;06-05-20 09:30;LEVP;12010;
06-05-20 11:00;06-05-20 12:00;PAA;7857;
06-05-20 13:00;06-05-20 13:30;LEVP;13215;
06-05-20 13:30;06-05-20 14:00;LEVP;9854;
06-05-20 17:00;06-05-20 17:30;PAA;13701;
06-05-20 17:45;06-05-20 18:00;LEVP;0;ABSCENCE
07-05-20 10:00;07-05-20 10:30;DJP;14779;
07-05-20 14:00;07-05-20 14:15;DJP;8292;
07-05-20 14:15;07-05-20 14:45;DJP;16129;
08-05-20 09:00;08-05-20 10:00;DANA;0;ABSCENCE
08-05-20 10:00;08-05-20 10:15;COL;15917;
08-05-20 10:45;08-05-20 11:30;DANA;12569;
08-05-20 17:00;08-05-20 17:15;COL;15485;
08-05-20 17:00;08-05-20 17:30;DANA;11021;
08-05-20 17:15;08-05-20 17:30;COL;15814;
11-05-20 09:00;11-05-20 09:30;LEVP;5477;
11-05-20 14:00;11-05-20 14:30;DJP;16129;
11-05-20 15:30;11-05-20 16:00;DJP;15477;
11-05-20 16:00;11-05-20 16:30;DJP;14930;
11-05-20 16:30;11-05-20 16:45;DJP;16191;
12-05-20 09:15;12-05-20 09:45;COL;5849;
12-05-20 09:15;12-05-20 10:00;DANA;6024;
12-05-20 10:00;12-05-20 10:45;DANA;9612;
12-05-20 14:30;12-05-20 15:00;DANA;13626;
12-05-20 15:00;12-05-20 15:30;DANA;15687;
12-05-20 16:00;12-05-20 16:30;DANA;14658;
12-05-20 16:45;12-05-20 17:00;COL;15870;
12-05-20 17:00;12-05-20 17:15;DANA;16064;
12-05-20 17:15;12-05-20 18:00;DANA;14449;
13-05-20 10:00;13-05-20 11:00;PAA;13771;
14-05-20 12:00;14-05-20 13:30;LEVP;0;ABSCENCE
14-05-20 12:00;14-05-20 13:30;DANA;13611;
14-05-20 12:00;14-05-20 13:30;DJP;13611;
14-05-20 12:00;14-05-20 13:30;PAA;13611;
14-05-20 12:00;14-05-20 13:30;COL;13611;
14-05-20 14:00;14-05-20 14:15;DJP;8292;
14-05-20 14:15;14-05-20 14:30;DJP;16129;
15-05-20 08:45;15-05-20 09:30;DJP;0;ABSCENCE
15-05-20 09:00;15-05-20 12:30;DANA;0;ABSCENCE
15-05-20 14:00;15-05-20 14:30;DANA;10095;
15-05-20 14:30;15-05-20 15:15;DANA;13105;
15-05-20 15:00;15-05-20 15:30;COL;15993;
15-05-20 15:15;15-05-20 16:00;DANA;9012;
15-05-20 16:00;15-05-20 16:30;DANA;6224;
15-05-20 16:30;15-05-20 17:00;DANA;12846;
15-05-20 16:45;15-05-20 17:00;COL;12279;
15-05-20 17:00;15-05-20 17:15;COL;12280;
15-05-20 17:00;15-05-20 17:30;DANA;9627;
18-05-20 09:00;18-05-20 09:30;LEVP;5603;
18-05-20 11:45;18-05-20 12:15;LEVP;5174;
18-05-20 16:30;18-05-20 17:00;DJP;2556;
19-05-20 09:15;19-05-20 10:00;DANA;10498;
19-05-20 10:00;19-05-20 10:30;DANA;11928;
19-05-20 16:30;19-05-20 16:45;COL;15940;
19-05-20 17:00;19-05-20 18:00;DANA;11105;
20-05-20 16:00;20-05-20 16:15;LEVP;12533;
20-05-20 16:15;20-05-20 16:30;LEVP;12589;
20-05-20 16:30;20-05-20 16:45;LEVP;11810;
20-05-20 17:00;20-05-20 17:15;LEVP;0;ABSCENCE
20-05-20 17:15;20-05-20 17:45;LEVP;5602;
20-05-20 17:45;20-05-20 18:00;LEVP;0;ABSCENCE
22-05-20 09:00;22-05-20 17:45;DANA;0;ABSCENCE
26-05-20 08:30;26-05-20 09:15;DANA;15749;
26-05-20 09:15;26-05-20 09:45;COL;6659;
26-05-20 10:00;26-05-20 10:30;DANA;10806;
26-05-20 11:00;26-05-20 12:00;PAA;16047;
26-05-20 14:15;26-05-20 15:00;DANA;10554;
26-05-20 17:00;26-05-20 17:15;COL;11627;
26-05-20 17:15;26-05-20 17:30;COL;9678;
26-05-20 17:15;26-05-20 17:45;DANA;9751;
26-05-20 17:45;26-05-20 18:00;DANA;11157;
27-05-20 09:00;27-05-20 09:15;PAA;16055;
27-05-20 14:00;27-05-20 14:15;LEVP;14391;
27-05-20 14:15;27-05-20 14:30;LEVP;14390;
27-05-20 17:15;27-05-20 17:45;LEVP;5143;
27-05-20 17:45;27-05-20 18:00;LEVP;0;ABSCENCE
28-05-20 17:00;28-05-20 17:30;DJP;15693;
29-05-20 08:45;29-05-20 09:30;DJP;0;ABSCENCE
29-05-20 09:00;29-05-20 10:00;DANA;0;ABSCENCE
29-05-20 10:00;29-05-20 10:30;DANA;6590;
29-05-20 10:30;29-05-20 11:00;DANA;8121;
29-05-20 13:30;29-05-20 14:00;DANA;12465;
29-05-20 14:00;29-05-20 14:45;COL;15993;
01-06-20 17:00;01-06-20 17:30;DJP;109;
02-06-20 09:15;02-06-20 09:45;COL;14808;
02-06-20 09:15;02-06-20 10:00;DANA;14099;
02-06-20 10:00;02-06-20 10:45;DANA;573;
02-06-20 10:45;02-06-20 11:30;DANA;14307;
02-06-20 15:30;02-06-20 15:45;COL;15787;
02-06-20 15:45;02-06-20 16:00;COL;16235;
02-06-20 16:00;02-06-20 16:15;COL;16236;
05-06-20 08:45;05-06-20 09:30;DJP;0;ABSCENCE
05-06-20 09:00;05-06-20 10:00;DANA;0;ABSCENCE
05-06-20 13:30;05-06-20 14:15;DANA;15403;
05-06-20 14:15;05-06-20 15:00;DANA;9414;
08-06-20 11:00;08-06-20 11:30;LEVP;15747;
08-06-20 14:00;08-06-20 14:30;DJP;4394;
08-06-20 14:30;08-06-20 14:45;DJP;11845;
08-06-20 17:00;08-06-20 17:30;LEVP;0;ABSCENCE
08-06-20 17:30;08-06-20 19:30;LEVP;0;ABSCENCE
09-06-20 09:15;09-06-20 09:45;COL;8859;
09-06-20 09:30;09-06-20 10:15;DANA;7096;
09-06-20 10:00;09-06-20 10:15;PAA;14481;
09-06-20 10:00;09-06-20 10:30;COL;14230;
11-06-20 10:00;11-06-20 10:30;DJP;16095;
12-06-20 09:00;12-06-20 10:00;DANA;0;ABSCENCE
12-06-20 09:30;12-06-20 10:00;DJP;271;
12-06-20 13:30;12-06-20 14:00;DANA;3219;
12-06-20 16:45;12-06-20 17:30;DANA;11662;
15-06-20 13:00;15-06-20 13:30;LEVP;12660;
15-06-20 15:00;15-06-20 15:30;DJP;8178;
16-06-20 09:45;16-06-20 10:30;DANA;14369;
16-06-20 10:30;16-06-20 11:15;DANA;11922;
16-06-20 11:15;16-06-20 12:00;DANA;13513;
16-06-20 16:00;16-06-20 16:15;COL;14627;
17-06-20 10:00;17-06-20 10:30;PAA;16315;
17-06-20 10:30;17-06-20 11:00;PAA;16316;
19-06-20 08:45;19-06-20 09:30;DJP;0;ABSCENCE
19-06-20 09:00;19-06-20 10:00;DANA;0;ABSCENCE
19-06-20 10:00;19-06-20 10:45;DANA;11383;
19-06-20 16:00;19-06-20 16:45;DANA;14633;
19-06-20 16:45;19-06-20 17:15;DANA;11321;
19-06-20 17:15;19-06-20 17:30;DANA;11322;
22-06-20 07:00;22-06-20 23:45;COL;0;Congés annuels
23-06-20 09:15;23-06-20 10:00;DANA;4414;
23-06-20 10:00;23-06-20 10:45;DANA;10254;
23-06-20 10:00;23-06-20 10:15;PAA;16168;
23-06-20 11:00;23-06-20 11:15;PAA;16271;
23-06-20 12:00;23-06-20 13:15;DANA;0;REUNION
23-06-20 12:00;23-06-20 13:30;DJP;13611;
23-06-20 12:00;23-06-20 13:30;LEVP;0;ABSCENCE
23-06-20 12:00;23-06-20 13:30;COL;13611;
23-06-20 12:00;23-06-20 13:30;PAA;10339;
23-06-20 17:00;23-06-20 17:15;COL;13968;
23-06-20 17:15;23-06-20 17:30;COL;11207;
25-06-20 09:00;25-06-20 09:15;COL;0;ABSCENCE
25-06-20 17:00;25-06-20 17:30;DJP;15885;
26-06-20 09:00;26-06-20 10:00;DANA;0;ABSCENCE
26-06-20 09:15;26-06-20 09:45;COL;13209;
26-06-20 14:00;26-06-20 15:00;DANA;6542;
29-06-20 14:00;29-06-20 14:30;DJP;13711;
29-06-20 14:30;29-06-20 15:00;DJP;14347;
29-06-20 15:00;29-06-20 15:30;DJP;4227;
30-06-20 10:00;30-06-20 10:30;COL;8970;
30-06-20 11:30;30-06-20 12:00;DANA;5529;
30-06-20 12:00;30-06-20 12:15;DANA;4914;
30-06-20 14:00;30-06-20 14:30;DANA;7124;
30-06-20 14:30;30-06-20 14:45;DANA;4448;
30-06-20 14:45;30-06-20 15:15;DANA;14411;
30-06-20 15:15;30-06-20 15:30;DANA;12925;
30-06-20 15:30;30-06-20 16:00;DANA;12924;
30-06-20 16:45;30-06-20 17:15;DANA;9642;
30-06-20 17:15;30-06-20 18:00;DANA;7339;
03-07-20 08:45;03-07-20 09:30;DJP;0;ABSCENCE
03-07-20 09:00;03-07-20 10:00;DANA;0;ABSCENCE
03-07-20 09:15;03-07-20 09:45;COL;13087;
03-07-20 11:00;03-07-20 11:15;COL;13597;
03-07-20 11:15;03-07-20 11:30;COL;13667;
03-07-20 11:30;03-07-20 11:45;COL;12805;
03-07-20 13:30;03-07-20 14:00;COL;12033;
03-07-20 14:00;03-07-20 14:45;DANA;13848;
03-07-20 14:45;03-07-20 15:15;DANA;10837;
03-07-20 15:15;03-07-20 15:30;DANA;9384;
03-07-20 15:30;03-07-20 16:00;DANA;10792;
03-07-20 16:30;03-07-20 16:45;COL;11461;
03-07-20 16:30;03-07-20 16:45;COL;11462;
03-07-20 16:45;03-07-20 17:00;COL;11298;
03-07-20 17:00;03-07-20 17:15;COL;14922;
03-07-20 17:15;03-07-20 17:30;COL;11463;
06-07-20 09:00;06-07-20 09:30;LEVP;16126;
06-07-20 11:15;06-07-20 12:00;LEVP;4289;
06-07-20 14:00;06-07-20 14:30;DJP;7433;
06-07-20 14:30;06-07-20 15:00;DJP;7432;
06-07-20 16:00;06-07-20 16:15;DJP;14380;
06-07-20 16:15;06-07-20 16:30;DJP;7790;
06-07-20 16:30;06-07-20 16:45;DJP;13052;
06-07-20 16:45;06-07-20 17:00;DJP;13875;
07-07-20 09:00;07-07-20 10:00;DANA;10152;
07-07-20 10:00;07-07-20 10:30;DANA;10993;
07-07-20 10:30;07-07-20 10:45;DANA;7340;
07-07-20 10:45;07-07-20 11:30;DANA;8461;
07-07-20 11:00;07-07-20 11:30;COL;15068;
07-07-20 11:30;07-07-20 12:00;DANA;879;
07-07-20 12:00;07-07-20 12:30;DANA;11119;
07-07-20 14:00;07-07-20 14:30;DANA;7739;
07-07-20 14:30;07-07-20 14:45;DANA;12487;
07-07-20 14:45;07-07-20 15:15;DANA;6066;
07-07-20 15:15;07-07-20 15:45;DANA;12121;
08-07-20 10:45;08-07-20 11:15;LEVP;5296;
08-07-20 11:15;08-07-20 12:00;LEVP;12994;
10-07-20 09:00;10-07-20 10:00;DANA;0;ABSCENCE
10-07-20 10:00;10-07-20 10:30;DANA;15780;
10-07-20 10:30;10-07-20 11:00;DANA;12546;
10-07-20 16:30;10-07-20 17:30;DANA;7259;
13-07-20 15:00;13-07-20 15:30;DJP;14041;
14-07-20 08:30;14-07-20 09:00;DANA;5915;
14-07-20 09:00;14-07-20 09:45;DANA;7505;
14-07-20 10:00;14-07-20 10:30;COL;13196;
14-07-20 11:00;14-07-20 11:30;DANA;879;
14-07-20 11:45;14-07-20 12:00;PAA;12896;
14-07-20 16:30;14-07-20 17:00;DANA;3427;
17-07-20 10:00;17-07-20 10:45;DANA;10189;
17-07-20 10:45;17-07-20 11:15;DANA;10107;
17-07-20 14:00;17-07-20 14:30;DANA;10398;
17-07-20 14:30;17-07-20 15:00;DANA;7291;
17-07-20 15:00;17-07-20 15:45;DANA;15727;
17-07-20 15:45;17-07-20 16:30;DANA;15952;
17-07-20 16:30;17-07-20 17:15;DANA;4692;
21-07-20 08:30;21-07-20 17:30;DANA;0;ABSCENCE
21-07-20 09:00;21-07-20 13:00;PAA;10339;
22-07-20 09:00;22-07-20 17:30;PAA;10339;
24-07-20 14:00;24-07-20 14:30;DANA;9623;
24-07-20 14:30;24-07-20 14:45;DANA;9827;
28-07-20 09:00;28-07-20 13:00;PAA;10339;
28-07-20 13:30;28-07-20 14:15;DANA;11900;
29-07-20 09:00;29-07-20 17:30;PAA;10339;
18-08-20 16:00;18-08-20 16:30;DANA;6378;
20-08-20 14:30;20-08-20 15:00;DJP;1043;
25-08-20 09:00;25-08-20 09:15;PAA;15355;
25-08-20 09:15;25-08-20 09:30;COL;13436;
25-08-20 09:30;25-08-20 09:45;COL;11704;
31-08-20 17:00;31-08-20 17:15;DJP;14297;
31-08-20 17:15;31-08-20 17:30;DJP;15958;
01-09-20 08:30;01-09-20 09:00;DANA;9805;
01-09-20 16:00;01-09-20 16:15;COL;14439;
01-09-20 16:15;01-09-20 16:30;COL;13949;
01-09-20 16:30;01-09-20 16:45;COL;12642;
01-09-20 16:45;01-09-20 17:00;COL;12020;
01-09-20 17:00;01-09-20 17:45;DANA;9311;
03-09-20 08:45;03-09-20 09:15;DJP;970;
07-09-20 14:00;07-09-20 14:30;DJP;8836;
07-09-20 15:00;07-09-20 15:30;DJP;12780;
08-09-20 10:00;08-09-20 10:15;COL;11848;
08-09-20 10:15;08-09-20 10:45;COL;15598;
08-09-20 16:30;08-09-20 16:45;COL;14337;
08-09-20 17:00;08-09-20 17:30;DANA;7567;
08-09-20 17:30;08-09-20 18:00;DANA;7566;
10-09-20 08:45;10-09-20 09:15;DJP;10633;
14-09-20 16:30;14-09-20 16:45;DJP;13523;
14-09-20 16:30;14-09-20 16:45;DJP;13523;
22-09-20 10:00;22-09-20 10:15;COL;11237;
29-09-20 16:00;29-09-20 16:15;COL;15957;
01-10-20 10:30;01-10-20 11:00;DJP;13345;
05-10-20 17:00;05-10-20 17:30;LEVP;0;ABSCENCE
05-10-20 17:30;05-10-20 19:30;LEVP;0;ABSCENCE
09-10-20 16:00;09-10-20 16:15;COL;11344;
23-10-20 10:00;23-10-20 10:30;DJP;3740;
27-10-20 10:00;27-10-20 10:45;DANA;7060;
03-11-20 08:00;03-11-20 08:30;DANA;8264;
03-11-20 11:30;03-11-20 12:00;DANA;7427;
06-11-20 09:15;06-11-20 09:45;COL;15255;
06-11-20 13:30;06-11-20 14:00;DANA;10723;
09-11-20 14:00;09-11-20 14:30;DJP;1005;
11-11-20 09:00;11-11-20 17:30;PAA;10339;
13-11-20 10:00;13-11-20 10:30;DANA;12890;
16-11-20 16:00;16-11-20 16:30;DJP;1254;
24-11-20 08:30;24-11-20 09:15;DANA;4290;
24-11-20 10:00;24-11-20 10:45;DANA;7111;
27-11-20 14:00;27-11-20 14:30;DANA;9341;
04-12-20 10:00;04-12-20 10:45;DANA;9292;
04-12-20 10:00;04-12-20 10:15;COL;13040;
04-12-20 12:00;04-12-20 12:30;COL;10372;
08-12-20 08:30;08-12-20 09:15;DANA;6900;
11-12-20 09:15;11-12-20 09:45;COL;6863;
11-12-20 14:00;11-12-20 14:15;COL;11505;
18-12-20 16:45;18-12-20 17:30;DANA;9374;
22-12-20 09:15;22-12-20 10:00;DANA;6906;
22-12-20 10:00;22-12-20 10:30;DANA;6200;
22-12-20 10:30;22-12-20 10:45;DANA;6199;
22-12-20 10:45;22-12-20 11:15;DANA;7783;
29-12-20 09:00;29-12-20 13:00;PAA;10339;
30-12-20 09:00;30-12-20 17:30;PAA;10339;
05-01-21 08:30;05-01-21 09:15;DANA;13838;
12-01-21 11:00;12-01-21 12:00;DANA;11664;
15-01-21 15:00;15-01-21 15:30;DANA;12835;
